glottocode	genus	confidence
taju1238	Kru	common ancestor (dalo1238, sout2826)
east2414	Kru	common ancestor (dalo1238, sout2826)
daho1238	Kru	common ancestor (dalo1238, sout2826)
glar1241	Kru	common ancestor (dalo1238, sout2826)
glio1241	Kru	common ancestor (dalo1238, sout2826)
weso1238	Kru	common ancestor (dalo1238, sout2826)
wewe1238	Kru	common ancestor (dalo1238, sout2826)
sapo1251	Kru	common ancestor (dalo1238, sout2826)
west2488	Kru	common ancestor (dalo1238, sout2826)
nyab1255	Kru	common ancestor (dalo1238, sout2826)
weno1238	Kru	initial
kuja1239	isolate	
ikkk1242	Kuliak	initial
nyan1313	Kuliak	initial
sooo1256	Kuliak	initial
kuna1268	isolate	initial
kung1259	isolate	
bian1252	Core Goilalan	common ancestor (kuni1267, weri1253)
kuni1267	Core Goilalan	initial
amam1246	Core Goilalan	common ancestor (kuni1267, weri1253)
weri1253	Core Goilalan	initial
kunz1244	isolate	initial
kuot1243	isolate	initial
kusu1250	isolate	initial
kute1249	isolate	initial
hume1246		
uare1241		
mula1254		
kwaz1243	isolate	initial
isir1237	Isirawa	initial
bagu1251	Kwerba	sibling of nucl1595
kauw1242	Kwerba	sibling of nucl1595
kwer1263	Kwerba	sibling of nucl1595
nucl1595	Kwerba	initial
trim1239	Kwerba	sibling of nucl1595
airo1242		
sama1240		
naii1241	Kwomtari	initial
nucl1593	Kwomtari	initial
hoaa1235	=|Hoan	initial
cent2300	Ju-Kung	common ancestor (juho1239, kung1261)
juho1239	Ju-Kung	initial
kung1261	Ju-Kung	initial
vase1234	Ju-Kung	common ancestor (juho1239, kung1261)
laal1242	isolate	initial
lafo1243	isolate	initial
foau1240		
tawo1244		
awer1241		
rasa1243		
sapo1254		
edop1238	Central Tariku	sibling of iauu1242
iauu1242	Central Tariku	initial
duvl1242		
dout1240	East Tariku	initial
kaiy1239	East Tariku	common ancestor (dout1240, obok1239)
kwer1264	East Tariku	common ancestor (dout1240, obok1239)
papa1269	East Tariku	common ancestor (dout1240, obok1239)
wari1264	East Tariku	common ancestor (dout1240, obok1239)
biri1259	East Tariku	common ancestor (dout1240, obok1239)
erit1239	East Tariku	common ancestor (dout1240, obok1239)
obok1239	East Tariku	initial
sika1263	East Tariku	initial
fayu1238	West Tariku	sibling of kiri1256
kiri1256	West Tariku	initial
taus1252		
lara1258	isolate	initial
lavu1241	isolate	initial
leco1242	isolate	initial
amap1240	Left May	initial
bopa1235	Left May	common ancestor (amap1240, owin1240)
iter1241	Left May	common ancestor (amap1240, owin1240)
nakw1240	Left May	common ancestor (amap1240, owin1240)
nimo1247	Left May	common ancestor (amap1240, owin1240)
owin1240	Left May	initial
lenc1242		
lenc1243		
anga1316	Mascoian	common ancestor (guan1268, leng1262)
guan1268	Mascoian	initial
sana1298	Mascoian	common ancestor (guan1268, leng1262)
toba1268	Mascoian	common ancestor (guan1268, leng1262)
nort2971	Mascoian	common ancestor (guan1268, leng1262)
sout2989	Mascoian	common ancestor (guan1268, leng1262)
kemb1250		
lepk1238		
murk1238		
nucl1327	Limilngan	initial
wuln1239	Limilngan	sibling of nucl1327
ango1255	Lower Sepik	common ancestor (cham1313, yima1243)
cham1313	Lower Sepik	initial
tabr1243	Lower Sepik	common ancestor (cham1313, yima1243)
yima1243	Lower Sepik	initial
kopa1248	Lower Sepik	common ancestor (cham1313, yima1243)
muri1260	Lower Sepik	initial
lule1238	isolate	initial
mass1262	Maban	common ancestor (nucl1440, maba1277)
nucl1440	Maban	initial
surb1238	Maban	common ancestor (nucl1440, maba1277)
kara1484	Maban	common ancestor (nucl1440, maba1277)
kend1253	Maban	common ancestor (nucl1440, maba1277)
maba1277	Maban	initial
marf1238	Maban	common ancestor (nucl1440, maba1277)
kibe1241	Maban	common ancestor (nucl1440, rung1258)
rung1258	Maban	initial
mimi1241		
maib1239	isolate	initial
nise1244	Maiduan	initial
nort2951	Maiduan	initial
nort2952	Maiduan	initial
vall1252	Maiduan	common ancestor (nise1244, nort2951)
bauw1240		
ooku1235		
bina1274		
bina1275		
domu1245	Mailuan	sibling of mail1248
laua1245	Mailuan	sibling of mail1248
mail1248	Mailuan	initial
mora1273	Mailuan	sibling of mail1248
merr1239	Mairasic	sibling of nucl1594
nucl1594	Mairasic	initial
semi1264	Mairasic	sibling of nucl1594
maku1246	isolate	initial
biss1248	Eastern Mande	initial
boko1266	Eastern Mande	initial
boko1267	Eastern Mande	common ancestor (biss1248, boko1266)
busa1253	Eastern Mande	initial
kyen1242	Eastern Mande	common ancestor (biss1248, boko1266)
shan1282	Eastern Mande	common ancestor (biss1248, boko1266)
maty1235	Eastern Mande	common ancestor (biss1248, boko1266)
maya1281	Eastern Mande	common ancestor (biss1248, boko1266)
sout2844	Eastern Mande	common ancestor (biss1248, boko1266)
dann1241	Eastern Mande	initial
gooa1234	Eastern Mande	common ancestor (biss1248, dann1241)
tour1242	Eastern Mande	common ancestor (biss1248, dann1241)
guro1248	Eastern Mande	initial
yaou1238	Eastern Mande	common ancestor (biss1248, dann1241)
mann1248	Eastern Mande	initial
beng1286	Eastern Mande	initial
ngen1256	Eastern Mande	common ancestor (biss1248, dann1241)
gagu1242	Eastern Mande	common ancestor (biss1248, dann1241)
gbin1239	Eastern Mande	common ancestor (biss1248, dann1241)
mwan1250	Eastern Mande	common ancestor (biss1248, dann1241)
wann1242	Eastern Mande	initial
jalk1242	Western Mande	common ancestor (jeri1242, bamb1269)
jeri1242	Western Mande	initial
ligb1244	Western Mande	common ancestor (jeri1242, bamb1269)
tonj1246	Western Mande	common ancestor (jeri1242, bamb1269)
bamb1269	Western Mande	initial
bolo1266	Western Mande	common ancestor (jeri1242, bamb1269)
dyul1238	Western Mande	initial
east2426	Western Mande	initial
kony1250	Western Mande	common ancestor (jeri1242, bamb1269)
many1261	Western Mande	common ancestor (jeri1242, bamb1269)
sank1253	Western Mande	common ancestor (jeri1242, bamb1269)
koro1306	Western Mande	common ancestor (jeri1242, bamb1269)
koya1253	Western Mande	common ancestor (jeri1242, bamb1269)
maho1249	Western Mande	initial
woje1238	Western Mande	common ancestor (jeri1242, bamb1269)
woro1256	Western Mande	common ancestor (jeri1242, bamb1269)
mark1256	Western Mande	common ancestor (jeri1242, bamb1269)
kago1248	Western Mande	common ancestor (jeri1242, bamb1269)
kita1249	Western Mande	common ancestor (jeri1242, bamb1269)
mand1436	Western Mande	initial
jaha1245	Western Mande	common ancestor (jeri1242, bamb1269)
west2500	Western Mande	initial
xaas1235	Western Mande	initial
kura1250	Western Mande	initial
lele1266	Western Mande	common ancestor (jeri1242, bamb1269)
kaka1265	Western Mande	common ancestor (jeri1242, bamb1269)
mixi1241	Western Mande	common ancestor (jeri1242, bamb1269)
kono1268	Western Mande	common ancestor (jeri1242, bamb1269)
vaii1241	Western Mande	initial
susu1250	Western Mande	initial
yalu1240	Western Mande	common ancestor (jeri1242, susu1250)
guin1254	Western Mande	common ancestor (jeri1242, libe1247)
kono1267	Western Mande	common ancestor (jeri1242, libe1247)
libe1247	Western Mande	initial
loma1260	Western Mande	initial
toma1245	Western Mande	common ancestor (jeri1242, libe1247)
band1352	Western Mande	initial
zial1235	Western Mande	common ancestor (jeri1242, libe1247)
loko1255	Western Mande	initial
mend1266	Western Mande	initial
nort2819	Western Mande	common ancestor (jeri1242, tiey1235)
sout2840	Western Mande	common ancestor (jeri1242, tiey1235)
jowu1238	Western Mande	common ancestor (jeri1242, tiey1235)
bank1258	Western Mande	common ancestor (jeri1242, tiey1235)
duun1242	Western Mande	common ancestor (jeri1242, tiey1235)
dzuu1241	Western Mande	common ancestor (jeri1242, tiey1235)
kpee1234	Western Mande	common ancestor (jeri1242, tiey1235)
seek1238	Western Mande	common ancestor (jeri1242, tiey1235)
hain1253	Western Mande	common ancestor (jeri1242, tiey1235)
jena1242	Western Mande	common ancestor (jeri1242, tiey1235)
tiem1235	Western Mande	common ancestor (jeri1242, tiey1235)
tiey1235	Western Mande	initial
sini1242	Western Mande	common ancestor (jeri1242, tiey1235)
soni1259	Western Mande	initial
mang1381	Mangarrayi	initial
alaw1244	Mara	initial
mara1385	Mara	initial
wand1263	Mara	initial
bura1267	Burarran	initial
gura1252	Burarran	initial
djee1236	Ndjébbana	initial
naka1260	Nakkara	initial
doro1266		
mari1438		
bamb1262		
ganz1246		
hozo1236		
seze1235		
mara1266	isolate	
marg1251		
wurr1238		
mass1263	isolate	
mata1275	isolate	
maca1260	Matacoan	initial
niva1238	Matacoan	initial
iyoj1235	Matacoan	common ancestor (maca1260, chor1274)
iyow1239	Matacoan	common ancestor (maca1260, chor1274)
wich1262	Matacoan	common ancestor (maca1260, chor1274)
wich1263	Matacoan	common ancestor (maca1260, chor1274)
wich1264	Matacoan	initial
mato1253	isolate	
mawe1251	isolate	
cakc1235	Mayan	common ancestor (kaqc1270, tzut1248)
kaqc1270	Mayan	initial
tzut1248	Mayan	initial
achi1256	Mayan	initial
kich1262	Mayan	initial
saca1238	Mayan	common ancestor (kaqc1270, achi1256)
sipa1247	Mayan	initial
kekc1242	Mayan	initial
poqo1253	Mayan	initial
poqo1254	Mayan	initial
uspa1245	Mayan	common ancestor (kaqc1270, kekc1242)
agua1252	Mayan	initial
ixil1251	Mayan	initial
mamm1241	Mayan	initial
tekt1235	Mayan	initial
chol1282	Mayan	initial
taba1266	Mayan	initial
chol1283	Mayan	common ancestor (kaqc1270, chol1282)
chor1273	Mayan	initial
epig1241	Mayan	common ancestor (kaqc1270, chol1282)
tzel1254	Mayan	initial
tzot1259	Mayan	initial
chuj1250	Mayan	initial
tojo1241	Mayan	initial
popt1235	Mayan	common ancestor (kaqc1270, chol1282)
qanj1241	Mayan	initial
west2635	Mayan	initial
moch1257	Mayan	common ancestor (kaqc1270, chol1282)
itza1241	Mayan	initial
mopa1243	Mayan	initial
laca1243	Mayan	initial
yuca1254	Mayan	initial
chic1271	Mayan	initial
huas1242	Mayan	initial
mero1237	isolate	
mimi1240	isolate	
mink1237	isolate	
djam1255	Jaminjungan	initial
nung1291	Jaminjungan	sibling of djam1255
djin1251	Djingili	initial
ngar1283	Wambayan	sibling of wamb1258
wamb1258	Wambayan	initial
misk1235	Misumalpan	initial
caca1247	Misumalpan	common ancestor (misk1235, maya1285)
mata1288	Misumalpan	common ancestor (misk1235, maya1285)
maya1285	Misumalpan	initial
ulwa1239	Misumalpan	common ancestor (misk1235, maya1285)
kark1259		
nort2969		
sant1428		
chal1270		
muts1243		
rums1243		
baym1241	Miwok	common ancestor (plai1259, cent2140)
plai1259	Miwok	initial
cent2140	Miwok	initial
nort2968	Miwok	initial
sout2985	Miwok	initial
coas1301	Miwok	initial
lake1258	Miwok	initial
coat1238	Mixe-Zoque	initial
isth1238	Mixe-Zoque	common ancestor (coat1238, tlah1239)
maza1292	Mixe-Zoque	common ancestor (coat1238, tlah1239)
juqu1238	Mixe-Zoque	common ancestor (coat1238, tlah1239)
nort2939	Mixe-Zoque	common ancestor (coat1238, tlah1239)
tlah1239	Mixe-Zoque	initial
toto1305	Mixe-Zoque	initial
ulte1235	Mixe-Zoque	common ancestor (coat1238, toto1305)
olut1240	Mixe-Zoque	initial
sayu1241	Mixe-Zoque	initial
tapa1260	Mixe-Zoque	common ancestor (coat1238, olut1240)
copa1236	Mixe-Zoque	initial
fran1266	Mixe-Zoque	initial
jito1235	Mixe-Zoque	common ancestor (coat1238, copa1236)
rayo1235	Mixe-Zoque	initial
chim1300	Mixe-Zoque	initial
high1276	Mixe-Zoque	initial
taba1264	Mixe-Zoque	common ancestor (coat1238, copa1236)
texi1237	Mixe-Zoque	common ancestor (coat1238, copa1236)
yeni1236		
guri1249		
sanq1234		
afgh1240		
casp1241		
cent2304		
maga1271		
medi1245		
ligh1234		
moch1259	isolate	initial
mola1238	isolate	initial
molo1262	isolate	
kone1241	Mombum	sibling of nucl1452
nucl1452	Mombum	initial
kita1247		
daur1238	Mongolic	initial
midd1351	Mongolic	common ancestor (daur1238, mogh1245)
mogh1245	Mongolic	initial
chin1476	Mongolic	common ancestor (daur1238, mogh1245)
mong1330	Mongolic	initial
russ1264	Mongolic	common ancestor (daur1238, mogh1245)
halh1238	Mongolic	initial
kalm1243	Mongolic	initial
peri1253	Mongolic	initial
kham1281	Mongolic	initial
east2337	Mongolic	initial
bona1250	Mongolic	initial
dong1285	Mongolic	initial
kang1281	Mongolic	common ancestor (daur1238, mogh1245)
huzh1238	Mongolic	common ancestor (daur1238, mogh1245)
minh1238	Mongolic	common ancestor (daur1238, mogh1245)
lila1246	Bogia	sibling of nucl1458
nucl1458	Bogia	initial
morb1239	isolate	
badi1247	Kanum	initial
ngka1235	Kanum	initial
sota1242		
smar1235		
nama1267		
dree1234		
nama1266		
namb1293		
lenn1234		
namo1246		
neme1244		
nenn1238		
aram1253		
blaf1238		
gunt1241		
rema1238		
kunj1246		
wara1294		
yeii1239	Yei	initial
moro1289	isolate	initial
mose1249	isolate	initial
movi1243	isolate	initial
mpur1239	isolate	initial
muni1258	isolate	
mure1235	isolate	
alab1237	Muskogean	initial
apal1237	Muskogean	common ancestor (alab1237, koas1236)
koas1236	Muskogean	initial
cree1270	Muskogean	initial
mika1239	Muskogean	initial
chic1270	Muskogean	initial
choc1276	Muskogean	initial
daww1239	Nadahup	initial
hupd1244	Nadahup	initial
yuhu1238	Nadahup	common ancestor (daww1239, hupd1244)
nade1244	Nadahup	initial
akhv1239	Avar-Andic-Tsezic	initial
sout3319	Avar-Andic-Tsezic	common ancestor (akhv1239, andi1255)
andi1255	Avar-Andic-Tsezic	initial
bagv1239	Avar-Andic-Tsezic	initial
tind1238	Avar-Andic-Tsezic	initial
botl1242	Avar-Andic-Tsezic	common ancestor (akhv1239, andi1255)
ghod1238	Avar-Andic-Tsezic	initial
cham1309	Avar-Andic-Tsezic	initial
kara1474	Avar-Andic-Tsezic	initial
avar1256	Avar-Andic-Tsezic	initial
bezh1248	Avar-Andic-Tsezic	initial
hunz1247	Avar-Andic-Tsezic	initial
dido1241	Avar-Andic-Tsezic	initial
hinu1240	Avar-Andic-Tsezic	initial
khva1239	Avar-Andic-Tsezic	initial
chir1284	Dargwic	sibling of darg1241
darg1241	Dargwic	initial
kuba1248	Dargwic	sibling of darg1241
kajt1238		
sout3261		
khin1240	Khinalug	initial
lakk1252	Lak	initial
arch1244	Lezgic	initial
aghu1253	Lezgic	initial
kosh1245	Lezgic	common ancestor (arch1244, aghu1253)
lezg1247	Lezgic	initial
taba1259	Lezgic	initial
aghw1237	Lezgic	common ancestor (arch1244, aghu1253)
udii1243	Lezgic	initial
budu1248	Lezgic	initial
kryt1240	Lezgic	initial
rutu1240	Lezgic	initial
tsak1249	Lezgic	initial
bats1242	Nakh	initial
chec1245	Nakh	initial
ingu1240	Nakh	initial
mama1278		
lako1248		
latu1238		
tawa1278		
sout2994	Nambikuaran	initial
saba1268		
naml1240		
tofa1246		
nara1262	isolate	initial
ache1245	Talodi	common ancestor (talo1250, ngil1242)
toch1257	Talodi	common ancestor (talo1250, ngil1242)
ndin1245	Talodi	common ancestor (talo1250, ngil1242)
talo1250	Talodi	initial
dagi1241	Talodi	common ancestor (talo1250, ngil1242)
ngil1242	Talodi	initial
lumu1239		
toro1251		
natc1249	isolate	initial
boik1241	Ndu	initial
ngal1300	Ndu	common ancestor (boik1241, ambu1247)
ambu1247	Ndu	initial
hang1263	Ndu	initial
mana1298	Ndu	initial
yelo1243	Ndu	common ancestor (boik1241, ambu1247)
buru1309	Ndu	common ancestor (boik1241, ambu1247)
gaik1242	Ndu	common ancestor (boik1241, ambu1247)
koiw1243	Ndu	common ancestor (boik1241, ambu1247)
iatm1242	Ndu	initial
keak1239	Ndu	common ancestor (boik1241, ambu1247)
sosk1235	Ndu	common ancestor (boik1241, ambu1247)
seng1284	Ndu	common ancestor (boik1241, ambu1247)
niha1238	isolate	initial
kakw1240		
mand1425		
bari1284	Western Nilotic	initial
kuku1285	Western Nilotic	sibling of bari1284
lang1322	Eastern Nilotic	common ancestor (masa1300, teso1249)
dong1294	Eastern Nilotic	common ancestor (masa1300, teso1249)
okol1243	Eastern Nilotic	common ancestor (masa1300, teso1249)
lopi1242	Eastern Nilotic	common ancestor (masa1300, teso1249)
loko1254	Eastern Nilotic	common ancestor (masa1300, teso1249)
otuh1238	Eastern Nilotic	common ancestor (masa1300, teso1249)
ngas1238	Eastern Nilotic	common ancestor (masa1300, teso1249)
masa1300	Eastern Nilotic	initial
samb1315	Eastern Nilotic	common ancestor (masa1300, teso1249)
teso1249	Eastern Nilotic	initial
kara1483	Eastern Nilotic	initial
nyan1315	Eastern Nilotic	common ancestor (masa1300, teso1249)
topo1242	Eastern Nilotic	common ancestor (masa1300, teso1249)
turk1308	Eastern Nilotic	initial
kips1239		
tuge1241		
keiy1238	Eastern Nilotic	sibling of nand1266
nand1266	Eastern Nilotic	initial
teri1244	Eastern Nilotic	sibling of nand1266
kups1238	Southern Nilotic	initial
saba1262	Southern Nilotic	sibling of kups1238
mark1255	Southern Nilotic	sibling of poko1263
poko1263	Southern Nilotic	initial
mosi1247		
okie1245		
bian1249		
bura1273	Southern Nilotic	sibling of dato1239
dato1239	Southern Nilotic	initial
isim1234	Southern Nilotic	sibling of dato1239
omot1239		
buru1301	Western Nilotic	common ancestor (dink1262, anua1242)
jumj1238	Western Nilotic	common ancestor (dink1262, anua1242)
maba1273	Western Nilotic	common ancestor (dink1262, anua1242)
nort2815	Western Nilotic	common ancestor (dink1262, nuer1246)
nort2816	Western Nilotic	common ancestor (dink1262, nuer1246)
sout2832	Western Nilotic	common ancestor (dink1262, nuer1246)
sout2833	Western Nilotic	common ancestor (dink1262, nuer1246)
sout2834	Western Nilotic	common ancestor (dink1262, nuer1246)
nuer1246	Western Nilotic	initial
reel1238	Western Nilotic	common ancestor (dink1262, nuer1246)
anua1242	Western Nilotic	initial
bela1256	Western Nilotic	common ancestor (dink1262, anua1242)
luwo1239	Western Nilotic	initial
thur1255	Western Nilotic	common ancestor (dink1262, anua1242)
pari1256	Western Nilotic	initial
shil1265	Western Nilotic	initial
acol1236	Western Nilotic	initial
adho1243	Western Nilotic	common ancestor (dink1262, anua1242)
luok1236	Western Nilotic	initial
alur1250	Western Nilotic	common ancestor (dink1262, anua1242)
kuma1275	Western Nilotic	common ancestor (dink1262, anua1242)
lang1324	Western Nilotic	initial
nucl1633	Nimboran	initial
mekw1241	Nimboran	common ancestor (nucl1633, kemt1242)
gres1240	Nimboran	common ancestor (nucl1633, kemt1242)
kemt1242	Nimboran	initial
mlap1238	Nimboran	common ancestor (nucl1633, kemt1242)
gily1242	Nivkh	initial
sakh1247	Nivkh	sibling of gily1242
benl1235		
neta1235		
mull1237	Northern Daly	initial
tyar1236	Northern Daly	initial
gale1259	North Halmaheran	initial
lolo1264	North Halmaheran	common ancestor (gale1259, pagu1249)
modo1249	North Halmaheran	common ancestor (gale1259, pagu1249)
kaoo1238	North Halmaheran	common ancestor (gale1259, pagu1249)
pagu1249	North Halmaheran	initial
taba1263	North Halmaheran	initial
tobe1252	North Halmaheran	initial
tugu1246	North Halmaheran	common ancestor (gale1259, pagu1249)
ibuu1240	North Halmaheran	common ancestor (gale1259, sahu1245)
gamk1238	North Halmaheran	common ancestor (gale1259, sahu1245)
sahu1245	North Halmaheran	initial
waio1238	North Halmaheran	common ancestor (gale1259, sahu1245)
tern1247	North Halmaheran	initial
tido1248	North Halmaheran	initial
west2600	North Halmaheran	initial
ramo1245	North Bougainville	common ancestor (rapo1238, roto1249)
rapo1238	North Bougainville	initial
